"varname","tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"UNKNOWN","348","6","Linkage","Linkage","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","348","7","Data provenance","Data provenance","1","0","0","","3","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","348","8","Field link and sequence number","Field link and sequence number","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","348","a","Format of notated music term","Format of notated music term","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","348","b","Format of notated music code","Format of notated music code","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","348","c","Form of musical notation term","Form of musical notation term","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","348","d","Form of musical notation code","Form of musical notation code","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","350","6","Linkage","Linkage","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","350","a","Price","Price","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","350","b","Form of issue","Form of issue","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","351","3","Materials specified","Materials specified","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","351","6","Linkage","Linkage","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","351","8","Field link and sequence number","Field link and sequence number","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","351","a","Organization","Organization","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","351","b","Arrangement","Arrangement","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","351","c","Hierarchical level","Hierarchical level","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","352","6","Linkage","Linkage","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","352","8","Field link and sequence number","Field link and sequence number","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","352","a","Direct reference method","Direct reference method","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","352","b","Object type","Object type","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","352","c","Object count","Object count","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","352","d","Row count","Row count","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","352","e","Column count","Column count","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","352","f","Vertical count","Vertical count","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","352","g","VPF topology level","VPF topology level","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","352","i","Indirect reference description","Indirect reference description","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","352","q","Format of the digital image","Format of the digital image","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","353","0","Authority record control number or standard number","Authority record control number or standard number","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","353","1","Real World Object URI","Real World Object URI","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","353","2","Source","Source","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","353","3","Materials specified","Materials specified","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","353","6","Linkage","Linkage","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","353","8","Field link and sequence number","Field link and sequence number","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","353","a","Supplementary content term","Supplementary content term","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","353","b","Supplementary content code","Supplementary content code","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","355","6","Linkage","Linkage","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","355","8","Field link and sequence number","Field link and sequence number","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","355","a","Security classification","Security classification","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","355","b","Handling instructions","Handling instructions","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","355","c","External dissemination information","External dissemination information","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","355","d","Downgrading or declassification event","Downgrading or declassification event","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","355","e","Classification system","Classification system","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","355","f","Country of origin code","Country of origin code","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","355","g","Downgrading date","Downgrading date","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","355","h","Declassification date","Declassification date","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","355","j","Authorization","Authorization","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","357","6","Linkage","Linkage","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","357","8","Field link and sequence number","Field link and sequence number","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","357","a","Originator control term","Originator control term","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","357","b","Originating agency","Originating agency","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","357","c","Authorized recipients of material","Authorized recipients of material","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","357","g","Other restrictions","Other restrictions","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","359","a","Rental price","Rental price","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","0","Authority record control number or standard number","Authority record control number or standard number","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","1","Real World Object URI","Real World Object URI","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","3","Materials specified","Materials specified","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","5","Institution to which field applies","Institution to which field applies","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","6","Linkage","Linkage","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","7","Data provenance","Data provenance","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","8","Field link and sequence number","Field link and sequence number","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","a","Name","Name","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","f","Ownership and custodial history evidence term","Ownership and custodial history evidence term","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","k","Formatted date","Formatted date","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","l","Date","Date","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","o","Type of ownership and custodial history information","Type of ownership and custodial history information","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","s","Shelf mark of copy described","Shelf mark of copy described","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","x","Nonpublic note","Nonpublic note","1","0","0","","3","","","","","6","SPF","","","","9999","0"
"UNKNOWN","361","y","Identifier of the copy described","Identifier of the copy described","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","361","z","Public note","Public note","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","362","6","Linkage","Linkage","0","0","0","","-1","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","362","8","Field link and sequence number","Field link and sequence number","1","0","0","","-1","","","","0","-6","SPF","","","","9999","1"
"UNKNOWN","362","a","Dates of publication and/or sequential designation","Dates of publication and/or sequential designation","0","0","0","biblioitems.volumedesc","-1","","","","0","-1","SPF","","","","9999","2"
"UNKNOWN","362","z","Source of information","Source of information","0","0","0","","-1","","","","0","-6","SPF","","","","9999","3"
"UNKNOWN","363","6","Linkage","Linkage","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","8","Field link and sequence number","Field link and sequence number","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","a","First level of enumeration","First level of enumeration","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","b","Second level of enumeration","Second level of enumeration","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","c","Third level of enumeration","Third level of enumeration","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","d","Fourth level of enumeration","Fourth level of enumeration","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","e","Fifth level of enumeration","Fifth level of enumeration","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","f","Sixth level of enumeration","Sixth level of enumeration","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","g","Alternative numbering scheme, first level of enumeration","Alternative numbering scheme, first level of enumeration","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","h","Alternative numbering scheme, second level of enumeration","Alternative numbering scheme, second level of enumeration","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","i","First level of chronology","First level of chronology","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","j","Second level of chronology","Second level of chronology","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","k","Third level of chronology","Third level of chronology","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","l","Fourth level of chronology","Fourth level of chronology","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","m","Alternative numbering scheme, chronology","Alternative numbering scheme, chronology","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","u","First level textual designation","First level textual designation","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","v","First level of chronology, issuance","First level of chronology, issuance","0","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","x","Nonpublic note","Nonpublic note","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","363","z","Public note","Public note","1","0","0","","3","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","365","2","Source of price type code","Source of price type code","0","0","0","","-1","","","","0","-1","SPF","","","","9999","0"
"UNKNOWN","365","6","Linkage","Linkage","0","0","0","","-1","","","","0","-6","SPF","","","","9999","1"
"UNKNOWN","365","8","Field link and sequence number","Field link and sequence number","1","0","0","","-1","","","","0","-6","SPF","","","","9999","2"
"UNKNOWN","365","a","Price type code","Price type code","0","0","0","","1","","","","0","-1","SPF","","","","9999","3"
"UNKNOWN","365","b","Price amount","Price amount","0","0","0","","1","","","","0","-1","SPF","","","Free","9999","4"
"UNKNOWN","365","c","Currency code","Currency code","0","0","0","","1","","","","0","-1","SPF","","","","9999","5"
"UNKNOWN","365","d","Unit of pricing","Unit of pricing","0","0","0","","1","","","","0","-1","SPF","","","","9999","6"
"UNKNOWN","365","e","Price note","Price note","0","0","0","","-1","","","","0","-1","SPF","","","","9999","7"
"UNKNOWN","365","f","Price effective from","Price effective from","0","0","0","","-1","","","","0","-1","SPF","","","","9999","8"
"UNKNOWN","365","g","Price effective until","Price effective until","0","0","0","","-1","","","","0","-1","SPF","","","","9999","9"
